,DATETIMEDATA,PM25,TEMP,WS,RH,WD,RAIN
1426,2024-02-29 10:00:00,20.2,32,1,51,117,0
1427,2024-02-29 11:00:00,15.8,33,1,44,122,0
1428,2024-02-29 12:00:00,13.9,33,1,43,146,0
1429,2024-02-29 13:00:00,13.8,33,1,44,150,0
1430,2024-02-29 14:00:00,13.6,33,1,45,156,0
1431,2024-02-29 15:00:00,14.9,33,1,44,144,0
1432,2024-02-29 16:00:00,17.0,33,2,45,144,0
1433,2024-02-29 17:00:00,17.4,32,1,55,145,0
1434,2024-02-29 18:00:00,18.5,30,1,65,132,0
1435,2024-02-29 19:00:00,23.4,29,1,70,116,0
1436,2024-02-29 20:00:00,21.8,29,1,71,151,0
1437,2024-02-29 21:00:00,25.1,28,1,71,143,0
1438,2024-02-29 22:00:00,19.5,28,1,71,120,0
1439,2024-02-29 23:00:00,18.4,28,1,72,110,0
